"plot_name","accession_name","location","female_parents","male_parents","plot_number","row_number","column_number","rep_number","germination_rate","CMD_harvest","root_shape","root_type","plot_weight","starch_content","percentage_root_rot","percentage_lodging","control","CMD_1mon","CMD_3mon","CMD_6mon","lodging1_3","plant_type1_5","root_skin_color1_3","vigor_1mon","vigor_3mon","trial_name","plot_width","plot_length","harvest_number","planted_number_plot"
"2024202DMEAR_tanhoi_rep2_CR24-16_49","CR24-16","tanhoi",NA,NA,49,9,1,2,0.44,1,3,1,24,25.8,27.27,NA,1,1,1,1,0,2,3,NA,NA,"2024202DMEAR_tanh",5.5,4,9,25
"2024202DMEAR_tanhoi_rep2_VH21-1145_50","VH21-1145","tanhoi","CR24-12",NA,50,9,2,2,1,1,3,1,66,27,8,NA,0,2,1,1,0,1,1,NA,NA,"2024202DMEAR_tanh",5.5,4,9,25
"2024202DMEAR_tanhoi_rep2_VH21-0529_51","VH21-0529","tanhoi","AR9-18",NA,51,9,3,2,0.48,1,3,2,38,20.7,33.33,NA,0,1,1,1,0.04,2,3,NA,NA,"2024202DMEAR_tanh",5.5,4,9,25
"2024202DMEAR_tanhoi_rep2_VH21-1140_52","VH21-1140","tanhoi","CR24-12",NA,52,9,4,2,0.96,1,3,2,55.6,23.8,4.17,NA,0,1,1,1,0,1,1,NA,NA,"2024202DMEAR_tanh",5.5,4,9,25
"2024202DMEAR_tanhoi_rep2_VH21-0439_53","VH21-0439","tanhoi","CR27-20",NA,53,9,5,2,1,1,3,1,40.6,18,60,NA,0,1,1,1,0.12,1,2,NA,NA,"2024202DMEAR_tanh",5.5,4,9,25
"2024202DMEAR_tanhoi_rep2_VH21-0600_54","VH21-0600","tanhoi","HL-S13",NA,54,9,6,2,0.96,1,1,2,39.8,24,12.5,NA,0,1,1,1,0.04,1,1,NA,NA,"2024202DMEAR_tanh",5.5,4,9,25
"2024202DMEAR_tanhoi_rep2_VF21-0184_55","VF21-0184","tanhoi","KM140","AR9-18",55,10,6,2,1,1,3,1,61.8,18,16,NA,0,1,1,1,0.04,1,1,NA,NA,"2024202DMEAR_tanh",5.5,4,9,25
"2024202DMEAR_tanhoi_rep2_TMEB419_56","TMEB419","tanhoi",NA,NA,56,10,5,2,0.96,1,3,1,34.8,18.9,50,NA,1,1,1,1,0,1,2,NA,NA,"2024202DMEAR_tanh",5.5,4,9,25
"2024202DMEAR_tanhoi_rep2_KM505_57","KM505","tanhoi",NA,NA,57,10,4,2,0.92,4,3,1,64.6,27,4.35,NA,1,2,2,2,0,1,3,NA,NA,"2024202DMEAR_tanh",5.5,4,9,25
"2024202DMEAR_tanhoi_rep2_VH21-1088_58","VH21-1088","tanhoi","TMEB419",NA,58,10,3,2,1,1,3,1,76.4,23,8,NA,0,1,1,1,0,1,2,NA,NA,"2024202DMEAR_tanh",5.5,4,9,25
"2024202DMEAR_tanhoi_rep2_VH21-0427_59","VH21-0427","tanhoi","CR24-16",NA,59,10,2,2,0.96,1,1,3,37.6,31.5,16.67,NA,0,1,1,1,0,2,3,NA,NA,"2024202DMEAR_tanh",5.5,4,9,25
"2024202DMEAR_tanhoi_rep2_VH21-0019_60","VH21-0019","tanhoi","IBA920057",NA,60,10,1,2,0.68,1,3,1,45,23,29.41,NA,0,1,1,1,0.08,2,3,NA,NA,"2024202DMEAR_tanh",5.5,4,9,25
"2024202DMEAR_tanhoi_rep2_VH21-0708_61","VH21-0708","tanhoi","KU50",NA,61,11,1,2,1,1,3,2,55.2,22.5,20,NA,0,1,1,1,0,1,1,NA,NA,"2024202DMEAR_tanh",5.5,4,9,25
"2024202DMEAR_tanhoi_rep2_VF21-0148_62","VF21-0148","tanhoi","KM140","AR9-18",62,11,2,2,0.92,1,3,2,30.2,21,17.39,NA,0,1,1,1,0.04,1,2,NA,NA,"2024202DMEAR_tanh",5.5,4,9,25
"2024202DMEAR_tanhoi_rep2_VH21-0072_63","VH21-0072","tanhoi","IBA972205",NA,63,11,3,2,1,1,3,3,60.2,24,32,NA,0,1,1,1,0,2,3,NA,NA,"2024202DMEAR_tanh",5.5,4,9,25
"2024202DMEAR_tanhoi_rep2_VF21-0146_64","VF21-0146","tanhoi","KM140","AR9-18",64,11,4,2,1,1,3,2,66,20.5,32,NA,0,1,1,1,0.04,1,1,NA,NA,"2024202DMEAR_tanh",5.5,4,9,25
"2024202DMEAR_tanhoi_rep2_VF21-0055_65","VF21-0055","tanhoi","HL-S14","AR9-18",65,11,5,2,0.76,1,3,1,25.8,20,57.89,NA,0,1,1,1,0.04,1,1,NA,NA,"2024202DMEAR_tanh",5.5,4,9,25
"2024202DMEAR_tanhoi_rep2_VH21-0016_66","VH21-0016","tanhoi","IBA920057",NA,66,11,6,2,0.64,1,3,1,38,24.2,6.25,NA,0,1,1,1,0,2,3,NA,NA,"2024202DMEAR_tanh",5.5,4,9,25
"2024202DMEAR_tanhoi_rep2_VH21-1087_67","VH21-1087","tanhoi","TMEB419",NA,67,12,6,2,1,1,3,2,42,28.5,4,NA,0,1,1,1,0.7,1,2,NA,NA,"2024202DMEAR_tanh",5.5,4,9,25
"2024202DMEAR_tanhoi_rep2_VH21-0500_68","VH21-0500","tanhoi","AR9-18",NA,68,12,5,2,0.92,1,3,3,36.2,18.3,30.43,NA,0,1,1,1,0.04,1,1,NA,NA,"2024202DMEAR_tanh",5.5,4,9,25
"2024202DMEAR_tanhoi_rep2_VF21-0109_69","VF21-0109","tanhoi","HL-S13","AR9-18",69,12,4,2,0.96,1,3,1,50.8,25.8,25,NA,0,1,1,1,0,1,2,NA,NA,"2024202DMEAR_tanh",5.5,4,9,25
"2024202DMEAR_tanhoi_rep2_VH21-0061_70","VH21-0061","tanhoi","IBA972205",NA,70,12,3,2,0.92,1,3,1,41.4,28.8,13.04,NA,0,1,1,1,0,1,3,NA,NA,"2024202DMEAR_tanh",5.5,4,9,25
"2024202DMEAR_tanhoi_rep2_KU50_71","KU50","tanhoi",NA,NA,71,12,2,2,0.72,3,3,1,41.4,29.3,27.78,NA,1,1,2,4,0,1,2,NA,NA,"2024202DMEAR_tanh",5.5,4,9,25
"2024202DMEAR_tanhoi_rep2_VH21-0201_72","VH21-0201","tanhoi","IBA980505",NA,72,12,1,2,1,1,3,1,77.2,17.8,8,NA,0,1,1,1,0,1,1,NA,NA,"2024202DMEAR_tanh",5.5,4,9,25
"2024202DMEAR_tanhoi_rep3_VF21-0146_73","VF21-0146","tanhoi","KM140","AR9-18",73,13,1,3,0.96,1,3,1,56.2,23.7,12.5,NA,0,1,1,1,0,1,2,NA,NA,"2024202DMEAR_tanh",5.5,4,9,25
"2024202DMEAR_tanhoi_rep3_VH21-0203_74","VH21-0203","tanhoi","IBA980505",NA,74,13,2,3,1,1,3,1,93.6,22.8,8,NA,0,1,1,1,0,1,3,NA,NA,"2024202DMEAR_tanh",5.5,4,9,25
"2024202DMEAR_tanhoi_rep3_VH21-0095_75","VH21-0095","tanhoi","IBA972205",NA,75,13,3,3,1,1,3,1,59.6,24,24,NA,0,1,1,1,0,1,1,NA,NA,"2024202DMEAR_tanh",5.5,4,9,25
"2024202DMEAR_tanhoi_rep3_VH21-0439_76","VH21-0439","tanhoi","CR27-20",NA,76,13,4,3,1,1,3,1,77.4,21.1,12,NA,0,1,1,1,0,1,3,NA,NA,"2024202DMEAR_tanh",5.5,4,9,25
"2024202DMEAR_tanhoi_rep3_VH21-0529_77","VH21-0529","tanhoi","AR9-18",NA,77,13,5,3,0.96,1,3,2,28,20.8,29.17,NA,0,1,1,1,0,1,3,NA,NA,"2024202DMEAR_tanh",5.5,4,9,25
"2024202DMEAR_tanhoi_rep3_TMEB419_78","TMEB419","tanhoi",NA,NA,78,13,6,3,0.88,1,3,1,46.8,25.4,13.64,NA,1,1,1,1,0.04,1,3,NA,NA,"2024202DMEAR_tanh",5.5,4,9,25
"2024202DMEAR_tanhoi_rep3_VH21-0500_79","VH21-0500","tanhoi","AR9-18",NA,79,14,6,3,1,1,3,2,49.4,24.2,12,NA,0,1,1,1,0,1,2,NA,NA,"2024202DMEAR_tanh",5.5,4,9,25
"2024202DMEAR_tanhoi_rep3_VH21-0477_80","VH21-0477","tanhoi","AR9-18",NA,80,14,5,3,0.68,1,3,1,28.6,25.4,41.18,NA,0,1,1,1,0,2,1,NA,NA,"2024202DMEAR_tanh",5.5,4,9,25
"2024202DMEAR_tanhoi_rep3_VH21-1081_81","VH21-1081","tanhoi","TMEB419",NA,81,14,4,3,1,1,3,3,66,25.3,44,NA,0,1,1,1,0,1,1,NA,NA,"2024202DMEAR_tanh",5.5,4,9,25
"2024202DMEAR_tanhoi_rep3_KM505_82","KM505","tanhoi",NA,NA,82,14,3,3,0.8,4,3,1,49,30,10,NA,1,2,2,2,0,1,3,NA,NA,"2024202DMEAR_tanh",5.5,4,9,25
"2024202DMEAR_tanhoi_rep3_VH21-0061_83","VH21-0061","tanhoi","IBA972205",NA,83,14,2,3,0.72,1,1,1,38.4,30.3,5.56,NA,0,1,1,1,0,1,3,NA,NA,"2024202DMEAR_tanh",5.5,4,9,25
"2024202DMEAR_tanhoi_rep3_VH21-0600_84","VH21-0600","tanhoi","HL-S13",NA,84,14,1,3,0.68,1,3,1,23.2,23.6,29.41,NA,0,1,1,1,0,1,1,NA,NA,"2024202DMEAR_tanh",5.5,4,9,25
"2024202DMEAR_tanhoi_rep3_VF21-0055_85","VF21-0055","tanhoi","HL-S14","AR9-18",85,15,1,3,0.92,1,3,1,52.2,19.6,30.43,NA,0,1,1,1,0,1,1,NA,NA,"2024202DMEAR_tanh",5.5,4,9,25
"2024202DMEAR_tanhoi_rep3_VF21-0109_86","VF21-0109","tanhoi","HL-S13","AR9-18",86,15,2,3,1,1,3,1,42,27.8,12,NA,0,1,1,1,0,1,1,NA,NA,"2024202DMEAR_tanh",5.5,4,9,25
"2024202DMEAR_tanhoi_rep3_VF21-0148_87","VF21-0148","tanhoi","KM140","AR9-18",87,15,3,3,1,1,3,2,35.6,18,16,NA,0,1,1,1,0,1,2,NA,NA,"2024202DMEAR_tanh",5.5,4,9,25
"2024202DMEAR_tanhoi_rep3_VF21-0149_88","VF21-0149","tanhoi","KM140","AR9-18",88,15,4,3,1,1,3,1,64.2,18,4,NA,0,1,1,1,0,1,2,NA,NA,"2024202DMEAR_tanh",5.5,4,9,25
"2024202DMEAR_tanhoi_rep3_VH21-1145_89","VH21-1145","tanhoi","CR24-12",NA,89,15,5,3,1,1,3,1,29.6,23.8,16,NA,0,1,1,1,0,1,1,NA,NA,"2024202DMEAR_tanh",5.5,4,9,25
"2024202DMEAR_tanhoi_rep3_VF21-0005_90","VF21-0005","tanhoi","HL-S13","CR24-3",90,15,6,3,0.96,1,3,2,54.8,21.4,12.5,NA,0,1,1,1,0,2,2,NA,NA,"2024202DMEAR_tanh",5.5,4,9,25
"2024202DMEAR_tanhoi_rep3_VH21-0402_91","VH21-0402","tanhoi","KM140",NA,91,16,6,3,0.8,1,1,1,68.8,27.5,10,NA,0,1,1,1,0,1,1,NA,NA,"2024202DMEAR_tanh",5.5,4,9,25
"2024202DMEAR_tanhoi_rep3_KU50_92","KU50","tanhoi",NA,NA,92,16,5,3,0.72,3,3,3,32.8,24,16.67,NA,1,1,2,3,0,1,1,NA,NA,"2024202DMEAR_tanh",5.5,4,9,25
"2024202DMEAR_tanhoi_rep3_VH21-0172_93","VH21-0172","tanhoi","IBA980505",NA,93,16,4,3,0.92,1,3,2,43,20.5,17.39,NA,0,1,1,1,0,1,1,NA,NA,"2024202DMEAR_tanh",5.5,4,9,25
"2024202DMEAR_tanhoi_rep3_VF21-0017_94","VF21-0017","tanhoi","HL-S14","AR9-18",94,16,3,3,0.96,1,3,3,62.2,29.5,8.33,NA,0,1,1,1,0.04,2,2,NA,NA,"2024202DMEAR_tanh",5.5,4,9,25
"2024202DMEAR_tanhoi_rep3_VH21-1087_95","VH21-1087","tanhoi","TMEB419",NA,95,16,2,3,1,1,3,1,54.6,27.2,8,NA,0,1,1,1,0.08,2,2,NA,NA,"2024202DMEAR_tanh",5.5,4,9,25
"2024202DMEAR_tanhoi_rep3_VH21-0072_96","VH21-0072","tanhoi","IBA972205",NA,96,16,1,3,0.92,1,3,3,44,25.2,8.7,NA,0,1,1,1,0,1,2,NA,NA,"2024202DMEAR_tanh",5.5,4,9,25
"2024202DMEAR_tanhoi_rep3_IBA980581_97","IBA980581","tanhoi",NA,NA,97,17,1,3,0.96,1,3,1,56,20.1,8.33,NA,1,1,1,1,0,1,2,NA,NA,"2024202DMEAR_tanh",5.5,4,9,25
"2024202DMEAR_tanhoi_rep3_VH21-0708_98","VH21-0708","tanhoi","KU50",NA,98,17,2,3,0.96,1,3,1,39.4,24.4,12.5,NA,0,1,1,1,0,1,1,NA,NA,"2024202DMEAR_tanh",5.5,4,9,25
"2024202DMEAR_tanhoi_rep3_VH21-0016_99","VH21-0016","tanhoi","IBA920057",NA,99,17,3,3,0.96,1,3,1,71.2,24.4,8.33,NA,0,1,1,1,0,1,3,NA,NA,"2024202DMEAR_tanh",5.5,4,9,25
"2024202DMEAR_tanhoi_rep3_VH21-0427_100","VH21-0427","tanhoi","CR24-16",NA,100,17,4,3,0.96,1,3,1,39.6,29.5,12.5,NA,0,1,1,1,0,1,3,NA,NA,"2024202DMEAR_tanh",5.5,4,9,25
"2024202DMEAR_tanhoi_rep3_VH21-1088_101","VH21-1088","tanhoi","TMEB419",NA,101,17,5,3,1,1,3,1,37,25.1,4,NA,0,1,1,1,0,1,2,NA,NA,"2024202DMEAR_tanh",5.5,4,9,25
"2024202DMEAR_tanhoi_rep3_VH21-0201_102","VH21-0201","tanhoi","IBA980505",NA,102,17,6,3,0.92,1,3,1,90.8,19.2,8.7,NA,0,1,1,1,0,1,1,NA,NA,"2024202DMEAR_tanh",5.5,4,9,25
"2024202DMEAR_tanhoi_rep3_VH21-1140_103","VH21-1140","tanhoi","CR24-12",NA,103,18,6,3,0.92,1,3,2,51.6,26,17.39,NA,0,1,1,1,0,1,1,NA,NA,"2024202DMEAR_tanh",5.5,4,9,25
"2024202DMEAR_tanhoi_rep3_VF21-0184_104","VF21-0184","tanhoi","KM140","AR9-18",104,18,5,3,1,1,3,1,36.6,17,44,NA,0,1,1,1,0,1,1,NA,NA,"2024202DMEAR_tanh",5.5,4,9,25
"2024202DMEAR_tanhoi_rep3_CR24-16_105","CR24-16","tanhoi",NA,NA,105,18,4,3,1,1,3,1,33.6,24.8,4,NA,1,1,1,1,0,2,3,NA,NA,"2024202DMEAR_tanh",5.5,4,9,25
"2024202DMEAR_tanhoi_rep3_VH21-0681_106","VH21-0681","tanhoi","KU50",NA,106,18,3,3,0.72,1,3,1,52,23.5,16.67,NA,0,1,1,1,0,1,3,NA,NA,"2024202DMEAR_tanh",5.5,4,9,25
"2024202DMEAR_tanhoi_rep3_VH21-0019_107","VH21-0019","tanhoi","IBA920057",NA,107,18,2,3,0.92,1,3,1,41.8,22.8,8.7,NA,0,1,1,1,0.12,1,3,NA,NA,"2024202DMEAR_tanh",5.5,4,9,25
"2024202DMEAR_tanhoi_rep3_VH21-0779_108","VH21-0779","tanhoi","KU50",NA,108,18,1,3,0.8,1,3,3,24,29,15,NA,0,1,1,1,0.7,1,2,NA,NA,"2024202DMEAR_tanh",5.5,4,9,25
"2024203DMEPR_chauthanh_rep1_VH22-0564_1","VH22-0564","chauthanh","IBA980505",NA,1,1,1,1,1,1,1,1,20.6,17.5,10,NA,0,1,1,1,0,1,1,NA,NA,"2024203DMEPR_chau",1.6,5,10,10
"2024203DMEPR_chauthanh_rep1_VH22-0010_2","VH22-0010","chauthanh","IBA920057",NA,2,1,2,1,1,1,3,1,72.8,29.3,0,NA,0,1,1,1,0,1,2,NA,NA,"2024203DMEPR_chau",1.6,5,10,10
"2024203DMEPR_chauthanh_rep1_VH22-0088_3","VH22-0088","chauthanh","IBA980581",NA,3,1,3,1,0.9,1,3,1,60.8,23.7,11.11,NA,0,1,1,1,0,1,3,NA,NA,"2024203DMEPR_chau",1.6,5,10,10
"2024203DMEPR_chauthanh_rep1_VF22-0144_4","VF22-0144","chauthanh","HL-S11","IBA980581",4,1,4,1,0.6,1,1,1,18.6,18.6,0,NA,0,1,1,1,0,3,1,NA,NA,"2024203DMEPR_chau",1.6,5,10,10
"2024203DMEPR_chauthanh_rep1_KM505_5","KM505","chauthanh","SM937-26",NA,5,1,5,1,1,1,1,1,31.4,19,30,NA,1,1,1,2,0,1,2,NA,NA,"2024203DMEPR_chau",1.6,5,10,10
"2024203DMEPR_chauthanh_rep1_VH22-0454_6","VH22-0454","chauthanh","AR42-4",NA,6,1,6,1,1,1,1,3,21.6,23.7,40,NA,0,1,1,1,0,1,2,NA,NA,"2024203DMEPR_chau",1.6,5,10,10
"2024203DMEPR_chauthanh_rep1_VF22-0120_7","VF22-0120","chauthanh","Rayong 11","AR35-1",7,1,7,1,0.9,1,3,3,15,18.5,55.56,NA,0,1,1,1,0,2,3,NA,NA,"2024203DMEPR_chau",1.6,5,10,10
"2024203DMEPR_chauthanh_rep1_VH22-0120_8","VH22-0120","chauthanh","IBA980581",NA,8,1,8,1,0.9,1,1,2,5.8,12.62,88.89,NA,0,1,1,1,0,1,2,NA,NA,"2024203DMEPR_chau",1.6,5,10,10
"2024203DMEPR_chauthanh_rep1_VH22-0336_9","VH22-0336","chauthanh","TMEB419",NA,9,1,9,1,1,1,1,2,5,15.56,100,NA,0,1,1,1,0,1,1,NA,NA,"2024203DMEPR_chau",1.6,5,10,10
"2024203DMEPR_chauthanh_rep1_VS22-0002_10","VS22-0002","chauthanh","CR24-16","CR24-16",10,1,10,1,1,1,1,2,3,21.35,90,NA,0,1,1,1,1,1,3,NA,NA,"2024203DMEPR_chau",1.6,5,10,10
"2024203DMEPR_chauthanh_rep1_VH22-0346_11","VH22-0346","chauthanh","TMEB419",NA,11,1,11,1,1,1,1,3,6.8,22.18,90,NA,0,1,1,1,0,1,1,NA,NA,"2024203DMEPR_chau",1.6,5,10,10
"2024203DMEPR_chauthanh_rep1_VF22-0140_12","VF22-0140","chauthanh","HL-S11","IBA980581",12,2,11,1,1,1,1,2,8,14.5,90,NA,0,1,1,1,0.7,1,3,NA,NA,"2024203DMEPR_chau",1.6,5,10,10
"2024203DMEPR_chauthanh_rep1_VF22-0030_13","VF22-0030","chauthanh","TMEB419","KU50",13,2,10,1,1,1,NA,NA,0,NA,100,NA,0,1,1,1,NA,1,NA,NA,NA,"2024203DMEPR_chau",1.6,5,10,10
"2024203DMEPR_chauthanh_rep1_VH22-0277_14","VH22-0277","chauthanh","CR24-16",NA,14,2,9,1,0.9,1,NA,NA,2.2,20.31,100,NA,0,1,1,2,0.8,1,NA,NA,NA,"2024203DMEPR_chau",1.6,5,10,10
"2024203DMEPR_chauthanh_rep1_VF22-0157_15","VF22-0157","chauthanh","HL-S11","IBA980581",15,2,8,1,0.9,1,3,2,10.3,19.1,88.89,NA,0,1,1,1,0.3,1,1,NA,NA,"2024203DMEPR_chau",1.6,5,10,10
"2024203DMEPR_chauthanh_rep1_VH22-0202_16","VH22-0202","chauthanh","CR24-16",NA,16,2,7,1,0.7,1,1,2,8,16.8,100,NA,0,1,1,1,0,2,3,NA,NA,"2024203DMEPR_chau",1.6,5,10,10
"2024203DMEPR_chauthanh_rep1_VF22-0024_17","VF22-0024","chauthanh","CR24-16","HL-S14",17,2,6,1,1,1,1,2,0.8,13.67,90,NA,0,1,1,1,0,2,2,NA,NA,"2024203DMEPR_chau",1.6,5,10,10
"2024203DMEPR_chauthanh_rep1_VH22-0244_18","VH22-0244","chauthanh","CR24-16",NA,18,2,5,1,1,1,NA,NA,3.8,16.09,100,NA,0,1,1,1,NA,1,3,NA,NA,"2024203DMEPR_chau",1.6,5,10,10
"2024203DMEPR_chauthanh_rep1_VF22-0031_19","VF22-0031","chauthanh","TMEB419","KU50",19,2,4,1,1,1,3,1,7,25,100,NA,0,1,1,1,1,1,3,NA,NA,"2024203DMEPR_chau",1.6,5,10,10
"2024203DMEPR_chauthanh_rep1_VF22-0019_20","VF22-0019","chauthanh","CR24-16","KU50",20,2,3,1,0.8,1,1,1,10.6,21.5,75,NA,0,1,1,1,0,2,3,NA,NA,"2024203DMEPR_chau",1.6,5,10,10
"2024203DMEPR_chauthanh_rep1_VH22-0166_21","VH22-0166","chauthanh","CR24-16",NA,21,2,2,1,0.9,1,3,1,4.4,27.39,88.89,NA,0,1,1,1,0.9,1,3,NA,NA,"2024203DMEPR_chau",1.6,5,10,10
"2024203DMEPR_chauthanh_rep1_VH22-0079_22","VH22-0079","chauthanh","Rayong11",NA,22,2,1,1,1,1,3,1,2.2,17.62,100,NA,0,1,1,1,0.6,2,1,NA,NA,"2024203DMEPR_chau",1.6,5,10,10
"2024203DMEPR_chauthanh_rep1_VH22-0241_23","VH22-0241","chauthanh","CR24-16",NA,23,3,1,1,1,1,1,2,0,NA,70,NA,0,1,1,1,1,1,3,NA,NA,"2024203DMEPR_chau",1.6,5,10,10
"2024203DMEPR_chauthanh_rep1_VF22-0013_24","VF22-0013","chauthanh","CR24-16","HL-S14",24,3,2,1,1,1,1,3,0,NA,100,NA,0,1,1,1,1,1,3,NA,NA,"2024203DMEPR_chau",1.6,5,10,10
"2024203DMEPR_chauthanh_rep1_VH22-0266_25","VH22-0266","chauthanh","CR24-16",NA,25,3,3,1,1,1,3,1,20.2,25.5,20,NA,0,1,1,1,0.3,1,1,NA,NA,"2024203DMEPR_chau",1.6,5,10,10
"2024203DMEPR_chauthanh_rep1_VH22-0369_26","VH22-0369","chauthanh","TMEB419",NA,26,3,4,1,1,1,3,1,17.2,22.8,60,NA,0,1,1,2,0.3,1,3,NA,NA,"2024203DMEPR_chau",1.6,5,10,10
"2024203DMEPR_chauthanh_rep1_VF22-0103_27","VF22-0103","chauthanh","HL-S11","IBA980581",27,3,5,1,1,1,3,2,6.2,12.5,80,NA,0,1,1,1,0.3,1,1,NA,NA,"2024203DMEPR_chau",1.6,5,10,10
"2024203DMEPR_chauthanh_rep1_KU50_28","KU50","chauthanh",NA,NA,28,3,6,1,1,3,1,2,2.8,14.87,100,NA,1,1,2,3,0.9,3,1,NA,NA,"2024203DMEPR_chau",1.6,5,10,10
"2024203DMEPR_chauthanh_rep1_VF22-0101_29","VF22-0101","chauthanh","HL-S11","IBA980581",29,3,7,1,1,1,3,2,14.4,22.2,60,NA,0,1,1,1,0,1,2,NA,NA,"2024203DMEPR_chau",1.6,5,10,10
"2024203DMEPR_chauthanh_rep1_VF22-0130_30","VF22-0130","chauthanh","HL-S11","IBA980581",30,3,8,1,1,1,1,2,12.4,16.67,70,NA,0,1,1,1,0.1,1,2,NA,NA,"2024203DMEPR_chau",1.6,5,10,10
"2024203DMEPR_chauthanh_rep1_VH22-0272_31","VH22-0272","chauthanh","CR24-16",NA,31,3,9,1,0.9,1,3,2,2,18.56,88.89,NA,0,1,1,1,0,2,3,NA,NA,"2024203DMEPR_chau",1.6,5,10,10
"2024203DMEPR_chauthanh_rep1_VH22-0187_32","VH22-0187","chauthanh","CR24-16",NA,32,3,10,1,0.7,1,NA,NA,0,NA,100,NA,0,1,1,1,0,1,NA,NA,NA,"2024203DMEPR_chau",1.6,5,10,10
"2024203DMEPR_chauthanh_rep1_VF22-0161_33","VF22-0161","chauthanh","HL-S11","IBA980581",33,3,11,1,0.5,1,3,3,4.4,12.12,120,NA,0,1,1,1,0.9,1,2,NA,NA,"2024203DMEPR_chau",1.6,5,10,10
"2024203DMEPR_chauthanh_rep1_VH22-0239_34","VH22-0239","chauthanh","CR24-16",NA,34,4,11,1,0.7,1,NA,NA,0,NA,100,NA,0,1,1,1,0.5,3,NA,NA,NA,"2024203DMEPR_chau",1.6,5,10,10
"2024203DMEPR_chauthanh_rep1_VF22-0036_35","VF22-0036","chauthanh","TMEB419","KU50",35,4,10,1,1,1,3,1,9.6,18.5,70,NA,0,1,1,1,0.3,1,1,NA,NA,"2024203DMEPR_chau",1.6,5,10,10
"2024203DMEPR_chauthanh_rep1_VH22-0267_36","VH22-0267","chauthanh","CR24-16",NA,36,4,9,1,0.8,1,1,1,11.8,26.2,125,NA,0,1,1,1,0,1,3,NA,NA,"2024203DMEPR_chau",1.6,5,10,10
"2024203DMEPR_chauthanh_rep1_VH22-0491_37","VH22-0491","chauthanh","CR27-20",NA,37,4,8,1,1,1,NA,NA,0,NA,100,NA,0,1,1,1,0.5,2,NA,NA,NA,"2024203DMEPR_chau",1.6,5,10,10
"2024203DMEPR_chauthanh_rep1_VF22-0213_38","VF22-0213","chauthanh","CR27-20","HL-S11",38,4,7,1,1,1,3,1,49.4,22.5,60,NA,0,1,1,1,0,2,3,NA,NA,"2024203DMEPR_chau",1.6,5,10,10
"2024203DMEPR_chauthanh_rep1_VH22-0552_39","VH22-0552","chauthanh","AR9-12",NA,39,4,6,1,0.3,1,NA,NA,0.6,NA,100,NA,0,1,1,1,1,3,NA,NA,NA,"2024203DMEPR_chau",1.6,5,10,10
"2024203DMEPR_chauthanh_rep1_VH22-0136_40","VH22-0136","chauthanh","IBA980581",NA,40,4,5,1,1,1,3,1,10.2,19,100,NA,0,1,1,1,0,1,3,NA,NA,"2024203DMEPR_chau",1.6,5,10,10
"2024203DMEPR_chauthanh_rep1_VH22-0004_41","VH22-0004","chauthanh","IBA920057",NA,41,4,4,1,1,1,1,1,5.2,20.93,100,NA,0,1,1,1,0.4,1,3,NA,NA,"2024203DMEPR_chau",1.6,5,10,10
"2024203DMEPR_chauthanh_rep1_VH22-0119_42","VH22-0119","chauthanh","IBA980581",NA,42,4,3,1,1,1,3,1,25.2,24,40,NA,0,1,1,1,0,3,2,NA,NA,"2024203DMEPR_chau",1.6,5,10,10
"2024203DMEPR_chauthanh_rep1_VH22-0262_43","VH22-0262","chauthanh","CR24-16",NA,43,4,2,1,1,1,3,1,22.8,17.2,0,NA,0,1,1,1,0.4,2,1,NA,NA,"2024203DMEPR_chau",1.6,5,10,10
"2024203DMEPR_chauthanh_rep1_VH22-0197_44","VH22-0197","chauthanh","CR24-16",NA,44,4,1,1,0.9,1,1,2,18,18.5,11.11,NA,0,1,1,1,0,1,3,NA,NA,"2024203DMEPR_chau",1.6,5,10,10
"2024203DMEPR_chauthanh_rep1_VF22-0167_45","VF22-0167","chauthanh","HL-S11","IBA980581",45,5,1,1,0.6,1,3,1,19.6,22.4,50,NA,0,1,1,1,0,1,1,NA,NA,"2024203DMEPR_chau",1.6,5,10,10
"2024203DMEPR_chauthanh_rep1_VF22-0097_46","VF22-0097","chauthanh","HL-S11","IBA980581",46,5,2,1,1,1,1,1,53.8,25.5,30,NA,0,1,1,1,0,1,3,NA,NA,"2024203DMEPR_chau",1.6,5,10,10
"2024203DMEPR_chauthanh_rep1_VF22-0127_47","VF22-0127","chauthanh","HL-S11","IBA980581",47,5,3,1,1,1,3,1,37,24.5,0,NA,0,1,1,1,0,1,2,NA,NA,"2024203DMEPR_chau",1.6,5,10,10
"2024203DMEPR_chauthanh_rep1_TMEB419_48","TMEB419","chauthanh",NA,NA,48,5,4,1,0.8,1,3,1,7.2,18.9,87.5,NA,1,1,1,1,0,1,2,NA,NA,"2024203DMEPR_chau",1.6,5,10,10
"2024203DMEPR_chauthanh_rep1_VF22-0112_49","VF22-0112","chauthanh","KM419","TMEB419",49,5,5,1,1,1,3,1,16.8,20,50,NA,0,1,1,1,0,1,1,NA,NA,"2024203DMEPR_chau",1.6,5,10,10
"2024203DMEPR_chauthanh_rep1_VH22-0257_50","VH22-0257","chauthanh","CR24-16",NA,50,5,6,1,1,1,1,1,2,23.96,70,NA,0,1,1,1,1,1,3,NA,NA,"2024203DMEPR_chau",1.6,5,10,10
